label	topic_id	annotator1	annotator2	annotator3	annotator4	annotator5	annotator6	annotator7	annotator8	annotator9	annotator10
judiciary	22.0	2	2	2.0	2.0	2.0	2.0				
private prosecution	22.0	0	2	3.0	2.0	1.0					
district court	22.0	1	3	3.0	2.0	2.0	3.0	1.0			
contempt of court	22.0	2	1	2.0	2.0	2.0	2.0				
footwear	23.0	1	2	1.0	3.0	3.0	3.0	2.0	3.0	2.0	1.0
dress shirt	23.0	2	1	0.0	2.0	0.0					
headgear	23.0	0	1	0.0	0.0	0.0	0.0	0.0	1.0		
skirt	23.0	1	2	0.0	0.0	1.0	1.0	0.0			
cargo pants	23.0	1	1	3.0	0.0	1.0	1.0				
leggings	23.0	1	2	2.0	1.0	2.0					
cuff	23.0	0	1	1.0	0.0	2.0	0.0				
shoe	23.0	1	3	1.0	2.0	3.0	3.0				
webbing	23.0	0	1	2.0	0.0	1.0	0.0	1.0	1.0	1.0	
underpants	23.0	1	1	2.0	0.0	0.0	0.0	1.0	0.0	0.0	
jacket	23.0	1	1	2.0	0.0	2.0	1.0				
backpack	23.0	2	0	1.0	1.0	2.0	2.0				
the waist	23.0	0	1	2.0	0.0	0.0	1.0				
waistcoat	23.0	1	1	1.0	1.0	2.0	1.0	2.0	1.0	2.0	
shoulder strap	23.0	1	1	0.0	0.0	2.0	1.0				
neoprene	23.0	2	2	0.0	2.0	0.0	1.0	1.0			
waist	23.0	1	0	2.0	1.0	1.0	1.0	1.0	1.0		
strap	23.0	1	2	0.0	1.0	2.0	0.0	1.0	0.0		
trousers	23.0	1	2	2.0	0.0	0.0	1.0	1.0	1.0		
primary education	24.0	3	2	3.0	3.0	1.0	3.0	1.0	0.0	2.0	
undergraduate degree	24.0	3	3	2.0	0.0	1.0					
undergraduate education	24.0	2	2	1.0	1.0	2.0	2.0	2.0			
school	24.0	2	2	3.0	3.0	3.0	3.0				
vocational education	24.0	2	1	2.0	3.0	3.0	0.0	2.0	0.0		
secondary education	24.0	3	3	2.0	3.0	0.0	3.0	1.0			
matriculation	24.0	1	3	2.0	3.0	3.0	2.0	3.0	1.0		
university	24.0	1	3	2.0	2.0	3.0	3.0	2.0	2.0	3.0	3.0
high school	24.0	2	3	2.0							
college	24.0	2	1	2.0	3.0	1.0	1.0	1.0			
secondary school	24.0	2	2	1.0	1.0	1.0					
student	24.0	3	1	3.0	2.0	1.0					
graduate school	24.0	3	2	3.0	1.0						
graduate	24.0	3	1	3.0	2.0	2.0	1.0				
teacher	24.0	3	2	2.0	2.0	1.0	3.0	2.0	3.0	1.0	1.0
pre-medical	24.0	0	0	1.0	2.0	2.0	0.0	0.0			
education	24.0	3	3	3.0	3.0	1.0	3.0	3.0	2.0	3.0	
curriculum	24.0	2	3	2.0	2.0	2.0	1.0	1.0			
private school	24.0	2	2	2.0	3.0	2.0					
perfect season	25.0	1	1	2.0	1.0	2.0	3.0	2.0	1.0		
starting lineup	25.0	1	1	3.0	2.0	1.0	0.0				
playoffs	25.0	2	2	2.0	2.0	1.0	1.0	3.0			
player-coach	25.0	3	2	2.0	2.0	2.0	2.0				
football team	25.0	3	3	2.0	2.0	3.0					
wild card (sports)	25.0	2	0	2.0	1.0	2.0	3.0	1.0			
the first team	25.0	2	1	1.0	1.0	2.0					
one-game playoff	25.0	2	2	2.0	1.0	1.0	1.0	2.0			
championship	25.0	2	3	3.0	2.0	1.0	2.0	3.0			
basketball	25.0	3	1	0.0	1.0	0.0	3.0	2.0	2.0	0.0	
head coach	25.0	1	1	2.0	2.0	3.0	1.0				
professional football (gridiron)	25.0	3	3	1.0	2.0	2.0	2.0	3.0			
penn state nittany lions	25.0	1	3	1.0	1.0	1.0	2.0	3.0	0.0	2.0	
exhibition game	25.0	1	1	2.0	2.0	3.0	1.0				
penalty shoot-out (association football)	25.0	3	1	3.0	1.0	1.0					
winning streak (sports)	25.0	3	2	1.0	1.0	2.0	0.0	1.0			
all-star game	25.0	0	2	2.0	3.0						
playoff format	25.0	1	2	2.0	1.0	2.0	2.0	1.0			
tournament	25.0	1	2	2.0	2.0	1.0	2.0				
michael williams (defensive back)	26.0	0	0	1.0	2.0	3.0	2.0	3.0	0.0	0.0	
san josé	26.0	1	0	0.0	1.0	1.0	1.0	1.0			
francisco rodríguez (mexican pitcher)	26.0	0	1	0.0	1.0	0.0	0.0	0.0			
monterrey	26.0	2	1	0.0	2.0	1.0	0.0	2.0	1.0	3.0	
santiago	26.0	1	0	1.0	0.0	0.0	1.0				
san gabriel valley	26.0	1	1	1.0	0.0	1.0	0.0	1.0	1.0		
san juan	26.0	1	2	2.0	1.0	0.0	0.0				
san luis	26.0	0	0	1.0							
los angeles salsa	26.0	2	2	0.0	1.0	1.0					
san diego	26.0	2	2	2.0	3.0	1.0	1.0				
los angeles	26.0	0	2	3.0	1.0	0.0	3.0				
san martin (caltrain station)	26.0	1	1	1.0	0.0	0.0	0.0				
jose	26.0	1	0	0.0	0.0	1.0	0.0				
andres	26.0	1	0	0.0	1.0	0.0	0.0	0.0			
san francisco	26.0	0	0	1.0	2.0	2.0	1.0				
santa barbara	26.0	1	0	1.0	1.0	3.0	1.0	1.0	0.0	0.0	1.0
san antonio	26.0	2	0	1.0	1.0	0.0	0.0	1.0			
southern california	26.0	1	1	1.0	1.0						
san mateo (caltrain station)	26.0	1	1	0.0	0.0	0.0	1.0				
auction	27.0	0	1	1.0	1.0	2.0	1.0	1.0			
wholesale	27.0	2	1	3.0	2.0	1.0					
grocery store	27.0	3	3	1.0	3.0	1.0	1.0	1.0	3.0	3.0	
mail order	27.0	1	1	2.0	2.0	2.0	2.0	1.0			
coupon	27.0	2	2	3.0	3.0	2.0	1.0	2.0	2.0	2.0	
sales	27.0	2	2	2.0	1.0	2.0	3.0	2.0			
buyer	27.0	2	2	2.0	2.0	3.0	3.0	1.0			
private label	27.0	2	0	2.0	1.0	1.0	1.0	1.0			
costco	27.0	2	2	1.0	3.0	2.0	2.0	2.0			
shopkeeper	27.0	2	2	1.0	2.0	2.0					
consignment	27.0	1	0	0.0	1.0	0.0	1.0				
supermarket	27.0	2	2	3.0	2.0	3.0	1.0	2.0			
retail	27.0	2	2	2.0	3.0	2.0	1.0	1.0			
the sale	27.0	3	1	1.0	1.0	1.0	2.0	1.0	1.0		
convenience store	27.0	2	0	1.0	1.0	2.0	3.0	0.0	1.0		
antique shop	27.0	1	2	1.0	2.0	1.0	2.0	1.0			
variety store	27.0	2	2	1.0	2.0	1.0	1.0	2.0			
purchasing	27.0	3	3	2.0	3.0	3.0	3.0	2.0			
drugstore (album)	27.0	2	1	1.0	0.0	1.0	1.0	0.0	1.0	0.0	
automation	28.0	1	1	2.0	1.0	1.0	1.0	1.0	1.0	2.0	
manufacturing	28.0	0	0	2.0	2.0	1.0	2.0	0.0			
product lifecycle	28.0	2	0	0.0							
marketing	28.0	2	3	2.0	2.0						
business development	28.0	3	2	3.0	1.0						
logistics	28.0	1	0	2.0	2.0	1.0	0.0				
industry	28.0	1	3	3.0	2.0	2.0	2.0				
supply chain management	28.0	2	0	3.0	3.0	2.0	2.0	3.0	1.0		
supply chain	28.0	1	3	1.0	0.0	0.0					
value chain	28.0	1	2	2.0	1.0						
project management	28.0	2	3	2.0	2.0	2.0	2.0	2.0			
technical support	28.0	3	2	2.0	2.0	1.0	3.0	2.0			
business	28.0	1	1	2.0	3.0	3.0	3.0				
technology company	28.0	2	3	2.0	1.0	2.0	2.0				
business model	28.0	3	2	3.0							
customer relationship management	28.0	3	2	1.0	2.0	0.0	2.0				
engineering	28.0	1	1	3.0	1.0	1.0					
risk management	28.0	2	2	1.0	2.0	3.0	2.0				
enterprise resource planning	28.0	3	1	2.0	1.0	0.0	1.0				
close air support	29.0	1	2	2.0	1.0	3.0	1.0	2.0			
cavalry	29.0	1	3	2.0	2.0	1.0	1.0				
united states army	29.0	3	2	3.0	1.0	2.0					
military police	29.0	3	2	3.0	1.0	2.0	2.0	3.0			
artillery	29.0	2	3	2.0	2.0	2.0	2.0	2.0			
infantry	29.0	2	3	1.0	1.0	1.0					
third army (france)	29.0	1	3	3.0	0.0	1.0					
aerial warfare	29.0	3	3	2.0	2.0	3.0	1.0	2.0	2.0	3.0	1.0
militia	29.0	1	3	2.0	0.0	2.0	1.0	2.0			
navy	29.0	2	2	2.0	0.0	2.0	0.0				
united states marine corps	29.0	2	2	2.0	2.0	2.0	2.0				
army	29.0	3	3	3.0	2.0	3.0	2.0	2.0	2.0		
military	29.0	2	2	1.0	2.0	1.0	3.0				
infantry tactics	29.0	2	3	2.0	3.0	2.0					
special forces	29.0	2	0	3.0	2.0						
iraqi army	29.0	2	2	1.0	1.0	0.0	0.0				
commander	29.0	2	0	3.0	2.0	2.0	1.0				
marines	29.0	2	3	2.0	1.0						
airborne forces	29.0	3	2	3.0	2.0	2.0	2.0	1.0			
patio	30.0	1	1	1.0	0.0	0.0					
house	30.0	3	1	3.0	2.0	3.0	3.0	0.0			
the living room	30.0	3	0	1.0	3.0	2.0	3.0	2.0	1.0	3.0	
bedroom	30.0	1	1	2.0	2.0	2.0					
living room	30.0	1	2	2.0	2.0						
hall	30.0	0	2	2.0	3.0	1.0	1.0				
dining room	30.0	0	2	3.0	3.0						
laundry room	30.0	1	2	1.0	1.0	1.0	1.0				
courtyard	30.0	0	1	2.0	0.0	1.0	1.0	2.0	1.0		
fireplace	30.0	1	0	1.0	1.0	1.0	1.0				
dormitory	30.0	0	0	3.0	3.0						
cafeteria	30.0	0	0	3.0	1.0	0.0	1.0	1.0	0.0	0.0	
room	30.0	3	2	2.0	2.0	2.0	2.0				
kitchen	30.0	3	2	2.0	1.0	2.0					
the kitchen	30.0	1	2	1.0	2.0	2.0	2.0	0.0	0.0		
parlour	30.0	0	2	3.0	1.0	0.0	1.0	1.0	1.0	1.0	
closet	30.0	1	1	1.0	2.0	1.0	1.0				
basement	30.0	1	1	1.0	2.0	1.0	1.0				
bathroom	30.0	1	1	1.0	2.0	2.0	2.0	1.0	2.0		
value added	31.0	1	1	2.0	3.0	2.0	2.0	1.0	1.0		
percentage	31.0	2	1	1.0	3.0	3.0	2.0	1.0	1.0	1.0	
tax revenue	31.0	3	2	2.0	2.0	2.0					
inflation	31.0	2	2	1.0	2.0	2.0					
consumer spending	31.0	3	2	1.0	2.0						
total revenue	31.0	1	2	3.0	3.0	0.0	2.0				
purchasing power parity	31.0	1	1	1.0	2.0	2.0	1.0				
market share	31.0	3	3	2.0							
percentage point	31.0	2	1	3.0	3.0						
tax rate	31.0	2	3	2.0	2.0	3.0	3.0				
rate of return	31.0	2	2	1.0	2.0	1.0	0.0	0.0			
gross domestic product	31.0	3	3	1.0	1.0	1.0	2.0				
purchasing power	31.0	1	2	1.0	2.0	2.0					
revenue	31.0	2	1	2.0	2.0	3.0					
average cost	31.0	2	2	0.0	2.0	0.0					
household income	31.0	2	2	0.0	1.0	1.0					
annual growth rate	31.0	2	2	3.0	1.0	1.0	2.0	2.0	3.0	3.0	2.0
market value	31.0	3	2	3.0	2.0	2.0	1.0	1.0	1.0		
profit margin	31.0	2	1	2.0	2.0	0.0					
fish	32.0	1	1	1.0	2.0	2.0	3.0	1.0			
squirrel	32.0	1	0	2.0	2.0	0.0	1.0	1.0	2.0	2.0	
wild boar	32.0	0	0	1.0	1.0	1.0	0.0	3.0	1.0	1.0	
animal	32.0	1	1	0.0	2.0	3.0	3.0				
mammal	32.0	0	0	1.0	1.0	3.0					
turtle	32.0	1	1	2.0	2.0	1.0	1.0				
brackish water	32.0	0	1	1.0	0.0	1.0					
pig	32.0	1	0	1.0	0.0						
crayfish	32.0	2	2	1.0	1.0	1.0	0.0	3.0	0.0		
white-tailed deer	32.0	1	1	2.0	1.0	1.0	2.0	1.0			
rabbit	32.0	1	1	0.0	2.0	0.0	1.0	1.0			
rodent	32.0	1	1	1.0	1.0						
raccoon	32.0	1	1	1.0	2.0	2.0	1.0	1.0			
insect	32.0	3	1	0.0	2.0						
bird	32.0	2	0	2.0	3.0	1.0					
pond	32.0	0	1	1.0	0.0	2.0	1.0				
crocodile	32.0	2	2	2.0	1.0	0.0	1.0	1.0			
deer	32.0	1	1	1.0	0.0	0.0	1.0	1.0	0.0	1.0	
frog	32.0	0	1	1.0							
hugh	33.0	2	0	1.0	2.0	0.0	2.0	2.0	1.0		
ralph	33.0	0	1	2.0	3.0						
richard	33.0	1	1	1.0	2.0	1.0	1.0				
leonard	33.0	0	2	1.0	1.0	2.0	0.0				
edward	33.0	1	2	2.0	2.0	1.0	0.0	0.0			
anthony	33.0	1	1	1.0	0.0	1.0	0.0				
larry	33.0	1	1	0.0	0.0	2.0	3.0	2.0			
charles	33.0	3	0	0.0	0.0						
george douglas (bishop)	33.0	1	0	0.0	2.0	1.0	1.0	0.0			
peter	33.0	0	0	0.0	0.0	1.0					
daniel	33.0	0	1	0.0	3.0	2.0					
andrew	33.0	0	2	1.0	0.0	3.0	0.0				
david	33.0	1	1	1.0	1.0	1.0	1.0				
stephen	33.0	1	0	0.0	2.0	2.0					
michael	33.0	2	0	0.0							
christopher	33.0	1	1	3.0	2.0	1.0	0.0	0.0			
kenneth	33.0	0	1	0.0	1.0	1.0	1.0	2.0			
thomas	33.0	1	0	1.0	2.0	2.0	1.0	1.0	0.0		
robert	33.0	0	1	1.0	1.0	2.0	3.0	1.0	1.0	2.0	2.0
costume	34.0	2	3	1.0							
hairstyle	34.0	1	1	1.0	0.0	0.0	1.0				
trousers	34.0	0	1	2.0	1.0	1.0	0.0	0.0			
bodysuit	34.0	2	1	1.0	2.0	3.0					
wig	34.0	1	0	0.0	1.0	1.0	1.0				
clothing	34.0	1	3	2.0	2.0	2.0	1.0				
hair	34.0	1	0	0.0	1.0	0.0	1.0	1.0			
girl	34.0	0	1	1.0	3.0						
in love	34.0	2	0	1.0	3.0	2.0	1.0	0.0	0.0		
dress	34.0	2	2	1.0	0.0	1.0	2.0	2.0	2.0		
a woman	34.0	3	2	1.0	2.0	2.0	0.0	0.0			
womanizer (song)	34.0	0	0	0.0	1.0	0.0	0.0	1.0			
beloved (jewelry album)	34.0	2	0	2.0	1.0	0.0	3.0	2.0			
long hair	34.0	0	0	1.0	0.0	0.0	1.0				
this girl	34.0	2	1	3.0	1.0	1.0	1.0	1.0	1.0		
blouse	34.0	1	1	1.0	2.0	2.0	1.0				
wedding dress	34.0	1	3	0.0	2.0	0.0					
boyfriend	34.0	2	2	1.0	1.0	0.0					
gown	34.0	0	0	3.0	2.0	2.0	0.0	0.0			
marriage	35.0	2	3	3.0	3.0	2.0	0.0				
uncle	35.0	2	1	1.0	2.0	1.0	1.0				
orphan	35.0	1	0	2.0	1.0	1.0					
child	35.0	2	0	0.0	2.0						
housewife	35.0	1	1	2.0	1.0	1.0	1.0				
sister	35.0	2	1	1.0	1.0	2.0	1.0				
mother	35.0	2	3	0.0	3.0	0.0					
father	35.0	1	3	1.0	1.0	2.0	2.0	1.0			
aunt	35.0	2	0	2.0	3.0	1.0	2.0	1.0	1.0		
grandchild	35.0	1	3	1.0	1.0	1.0	2.0				
wife	35.0	1	1	1.0	1.0	2.0	3.0	3.0			
nanny	35.0	2	2	2.0	1.0	2.0	1.0	1.0	3.0		
only child	35.0	2	1	1.0	1.0						
girl	35.0	2	1	0.0	1.0	2.0					
spinster	35.0	1	0	0.0							
sisters (tv series)	35.0	1	0	0.0	1.0	0.0	1.0	0.0			
husband	35.0	3	3	1.0	2.0	3.0	3.0	2.0	1.0	3.0	
daughter	35.0	1	2	2.0	2.0	1.0	3.0	1.0	1.0		
a woman	35.0	1	2	1.0	1.0	1.0	2.0				
literature	36.0	2	1	2.0	3.0	1.0	1.0	2.0			
book	36.0	3	2	3.0	3.0	3.0	2.0	2.0	3.0		
novelist	36.0	3	2	2.0							
library journal	36.0	3	2	2.0	3.0						
bibliography	36.0	2	2	3.0	2.0	2.0	0.0	3.0	0.0		
author	36.0	3	1	2.0	2.0	3.0					
publishing	36.0	2	0	2.0	2.0	1.0	3.0	3.0	3.0	3.0	
literary editor	36.0	2	1	2.0	0.0	2.0	3.0	2.0			
prose	36.0	2	2	1.0	0.0	2.0	1.0	1.0			
novel	36.0	0	2	3.0	3.0						
writer	36.0	1	1	3.0	2.0	3.0	1.0	3.0	2.0		
biography	36.0	2	3	3.0	2.0	3.0	1.0				
non-fiction	36.0	0	1	0.0	1.0	1.0	0.0	3.0			
fiction	36.0	2	2	1.0	1.0	1.0					
the writer	36.0	2	3	2.0	2.0	2.0	3.0	1.0			
journal	36.0	3	2	1.0	1.0	2.0	2.0	2.0	2.0		
the novel	36.0	0	0	3.0	3.0	3.0					
essay	36.0	3	1	2.0	2.0	3.0	2.0	3.0	2.0	3.0	
book review	36.0	1	1	3.0	1.0						
forget	37.0	0	1	0.0	3.0	1.0	0.0				
be honest	37.0	1	3	1.0	1.0	2.0	0.0				
want to	37.0	1	2	0.0	3.0	0.0	0.0	1.0			
my	37.0	0	1	0.0	2.0	0.0	0.0				
made me	37.0	0	0	0.0	1.0						
in love	37.0	2	2	1.0							
the truth (aaron hall album)	37.0	0	0	1.0	0.0	1.0	1.0				
to me	37.0	0	1	1.0	0.0	0.0	1.0	0.0	0.0	0.0	
we	37.0	1	0	0.0	1.0	0.0					
you do	37.0	2	0	0.0	0.0	0.0					
i could	37.0	0	2	0.0	0.0	1.0	0.0	0.0	0.0		
fall in love	37.0	2	2	2.0	2.0						
fun	37.0	2	1	0.0	1.0	3.0	3.0				
do something	37.0	1	0	1.0	2.0	0.0	1.0	2.0	0.0		
you	37.0	1	0	0.0	2.0	1.0	1.0	1.0			
and i	37.0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
feels	37.0	1	0	0.0	3.0	1.0	3.0	1.0			
want	37.0	0	1	0.0	2.0	1.0	0.0	1.0			
friends	37.0	3	1	3.0	1.0	0.0					
ipod touch	38.0	3	1	2.0	1.0	2.0	1.0				
windows mobile	38.0	1	0	1.0	0.0	2.0	0.0				
ipad (3rd generation)	38.0	2	1	2.0	0.0						
ios	38.0	2	3	2.0	2.0	1.0					
palm os	38.0	1	1	0.0	1.0	0.0	3.0	0.0	1.0		
ipad (1st generation)	38.0	1	1	3.0	1.0	3.0	1.0	2.0	3.0		
quicktime	38.0	1	1	1.0	1.0	1.0					
apple tv	38.0	1	1	1.0	1.0	1.0	1.0	1.0	1.0	2.0	1.0
ipad	38.0	1	3	1.0	3.0	1.0	2.0	1.0			
zune	38.0	1	1	1.0	0.0						
ipad 2	38.0	1	2	2.0	1.0	1.0	2.0				
smartphone	38.0	2	2	2.0	2.0	2.0					
windows phone 7	38.0	1	0	1.0	1.0	2.0					
iphone	38.0	2	2	3.0	3.0						
blackberry 10	38.0	1	1	1.0	1.0	0.0					
iphone 4s	38.0	1	2	2.0	1.0	1.0	1.0	2.0			
apple inc.	38.0	3	2	2.0	3.0	2.0	2.0	3.0			
windows phone	38.0	0	0	2.0	0.0	1.0	2.0	0.0			
ipad (4th generation)	38.0	3	1	2.0	2.0	2.0	1.0				
learning to read	39.0	1	2	2.0	3.0	3.0					
dialect	39.0	1	1	1.0	1.0	2.0	3.0	2.0			
arabic	39.0	0	3	1.0	1.0	0.0	1.0	1.0			
alphabet	39.0	3	2	3.0	3.0	2.0	2.0	2.0	1.0		
vocabulary	39.0	3	3	2.0	1.0	2.0	3.0				
writing system	39.0	3	2	2.0	2.0	2.0	2.0	2.0	2.0	3.0	
pidgin	39.0	2	0	1.0	0.0	3.0	0.0	0.0			
arabic alphabet	39.0	0	1	1.0	1.0	1.0	0.0	2.0	3.0		
word	39.0	3	1	1.0	2.0	3.0	3.0				
written language	39.0	3	0	1.0	2.0	2.0	2.0	3.0			
speaking	39.0	3	3	2.0	2.0	1.0	3.0	3.0			
language	39.0	3	0	1.0	3.0	2.0	3.0	2.0			
latin script	39.0	0	0	2.0	3.0	2.0					
english language	39.0	3	2	2.0	3.0	3.0	2.0	3.0	2.0	2.0	
latin alphabet	39.0	2	1	2.0	2.0	3.0	1.0	2.0			
writing	39.0	3	3	2.0	3.0	2.0	3.0	2.0	2.0	3.0	
orthography	39.0	3	2	3.0	0.0	3.0	3.0	2.0			
translation	39.0	2	1	2.0	2.0	3.0	1.0	2.0			
letter (alphabet)	39.0	1	2	2.0							
camera phone	40.0	0	3	0.0	3.0	3.0	3.0				
camera	40.0	3	0	2.0	3.0	0.0	3.0	1.0			
1080p	40.0	1	1	1.0	2.0	3.0	1.0				
digital video	40.0	0	0	2.0	3.0	3.0					
mobile device	40.0	1	2	2.0	2.0	2.0	2.0	1.0	1.0		
computer monitor	40.0	3	2	1.0	1.0	3.0	0.0	1.0			
video capture	40.0	2	2	2.0	1.0	3.0	1.0	2.0			
camcorder	40.0	3	2	2.0	0.0	3.0					
image capture	40.0	0	0	2.0	3.0						
remote control	40.0	1	0	2.0	2.0	1.0	2.0	2.0			
touchscreen	40.0	3	1	2.0	1.0	3.0	2.0				
video	40.0	3	2	2.0	2.0	3.0	2.0	2.0	3.0	2.0	
digital camera	40.0	0	3	0.0	3.0						
image processing	40.0	1	0	1.0	2.0						
webcam	40.0	1	2	1.0	2.0	3.0	2.0	3.0	2.0	2.0	
viewfinder	40.0	3	3	0.0	0.0	1.0	2.0	2.0	3.0	2.0	
hdmi	40.0	2	1	1.0	1.0	1.0	2.0				
augmented reality	40.0	0	1	1.0	2.0	0.0	1.0	1.0	3.0	1.0	
high-definition video	40.0	2	3	1.0	1.0	1.0	2.0	3.0	2.0		
database	41.0	3	3	2.0	3.0	3.0	3.0	1.0	3.0		
data structure	41.0	2	0	2.0	1.0	1.0					
reference (computer science)	41.0	2	1	1.0	3.0	1.0	3.0	1.0			
pointer (computer programming)	41.0	0	1	1.0							
data model	41.0	1	3	2.0	1.0	1.0	1.0				
application programming interface	41.0	1	0	0.0	1.0	2.0	1.0	1.0			
metadata	41.0	3	1	2.0	2.0	3.0	1.0	2.0			
parameter	41.0	1	2	1.0	2.0	2.0					
c++	41.0	2	3	3.0	2.0	1.0	2.0	1.0			
data dictionary	41.0	3	1	1.0	0.0	2.0	2.0	1.0			
subroutine	41.0	1	1	1.0	3.0	1.0	0.0	3.0			
data type	41.0	3	2	2.0	2.0	2.0	2.0				
pl/sql	41.0	0	2	2.0	1.0						
executable	41.0	1	2	1.0	1.0	1.0	2.0	0.0			
file format	41.0	2	2	1.0	1.0	1.0	3.0	0.0	0.0	1.0	2.0
iterator	41.0	0	1	0.0	2.0	3.0	1.0				
namespace	41.0	2	1	0.0	2.0	1.0	1.0	1.0			
regular expression	41.0	2	1	1.0	1.0	0.0	2.0	1.0	2.0		
sql	41.0	1	0	3.0	1.0	0.0	2.0	1.0	2.0	2.0	
george w. bush	42.0	1	3	1.0	3.0	3.0	2.0	1.0	3.0	2.0	2.0
mahmoud abbas	42.0	3	1	2.0	2.0						
iraq	42.0	3	2	1.0	2.0	3.0					
syria	42.0	1	0	2.0	2.0	3.0	1.0	2.0	3.0	2.0	
saddam hussein	42.0	3	2	2.0	3.0	3.0	3.0				
gulf war	42.0	2	2	1.0	3.0	0.0	3.0	0.0			
mahmoud ahmadinejad	42.0	0	2	1.0	1.0	2.0	1.0	1.0	3.0	2.0	
nouri al-maliki	42.0	0	2	1.0	1.0	1.0	1.0	3.0	0.0	1.0	
iraqi army	42.0	2	2	2.0	2.0	2.0	1.0	1.0			
iraq war	42.0	3	3	3.0	3.0	3.0					
war on terror	42.0	3	3	3.0	1.0	0.0	0.0				
bashar al-assad	42.0	0	0	2.0	1.0						
invasion of kuwait	42.0	2	2	0.0	0.0	2.0	0.0	0.0			
syrian civil war	42.0	1	0	1.0	2.0	0.0	1.0	1.0	0.0		
benjamin netanyahu	42.0	2	2	1.0	0.0	2.0	2.0	2.0	2.0	0.0	
hezbollah	42.0	1	1	3.0	1.0	2.0					
mohamed morsi	42.0	1	3	1.0	0.0	2.0	1.0	1.0	0.0	1.0	
2003 invasion of iraq	42.0	1	2	3.0							
iraqi kurdistan	42.0	2	1	1.0	2.0	3.0					
afternoon	43.0	3	1	2.0	2.0	0.0	0.0	1.0	1.0		
6 am	43.0	1	2	1.0	1.0	0.0	1.0	0.0	1.0		
day	43.0	1	1	1.0	2.0	1.0	1.0	0.0			
into the morning (album)	43.0	0	3	1.0	0.0	0.0					
sunday	43.0	2	1	2.0	1.0	1.0	2.0				
that night	43.0	1	2	3.0	1.0						
no sleep (album)	43.0	0	1	3.0	2.0	0.0	0.0	1.0	1.0	1.0	
11am	43.0	0	2	2.0	1.0	0.0	1.0	0.0			
woke	43.0	1	1	3.0	1.0	1.0					
morning	43.0	1	1	1.0	2.0	1.0					
half an hour	43.0	1	1	1.0	0.0	0.0	1.0				
live (alison krauss album)	43.0	0	2	2.0	0.0	0.0	0.0	2.0			
that day	43.0	0	0	1.0	0.0						
evening	43.0	3	1	2.0	1.0	3.0	1.0				
in the evening	43.0	3	2	1.0	2.0	2.0	2.0	2.0			
sunday afternoon	43.0	2	0	2.0	1.0	1.0	1.0	1.0	2.0		
on christmas day	43.0	1	1	0.0	0.0	0.0	1.0	1.0			
tuesday (you am i song)	43.0	1	0	0.0	1.0	1.0	1.0				
two weeks	43.0	0	1	0.0	1.0	1.0	1.0	0.0			
earth	44.0	2	2	1.0	2.0	2.0	3.0	1.0			
sun	44.0	2	0	0.0	1.0	2.0					
planet	44.0	2	3	2.0	1.0	2.0	2.0	3.0	2.0	1.0	
moon	44.0	2	3	1.0							
on the moon	44.0	0	0	1.0	2.0	1.0					
phobos (moon)	44.0	1	1	2.0	2.0	1.0					
milky way	44.0	1	2	1.0	2.0	0.0	3.0	0.0	0.0		
ganymede (moon)	44.0	2	3	3.0	1.0						
titan (moon)	44.0	2	1	3.0							
saturn	44.0	1	0	1.0	1.0						
uranus	44.0	1	1	2.0	1.0	1.0					
hyperspace (science fiction)	44.0	2	1	1.0	2.0	2.0	1.0	3.0			
venus	44.0	1	1	1.0	1.0						
planetary surface	44.0	0	0	3.0	0.0	2.0	2.0	0.0			
solar system	44.0	0	3	2.0	0.0	2.0					
sunlight	44.0	2	2	1.0	2.0	0.0	1.0	1.0			
mars	44.0	2	2	1.0	0.0	0.0	0.0	0.0	1.0	1.0	
martian	44.0	0	2	1.0	2.0						
jupiter	44.0	1	1	1.0	2.0	1.0	1.0				
gothic architecture	45.0	3	1	2.0	1.0	3.0	1.0	2.0			
bell tower	45.0	1	1	1.0	2.0	2.0	3.0	3.0	1.0		
aisle	45.0	1	3	0.0	1.0	1.0	0.0				
rose window	45.0	1	0	2.0	1.0	0.0					
spire	45.0	2	1	3.0	0.0	0.0	3.0	2.0	3.0		
nave	45.0	1	3	1.0	1.0	0.0	1.0				
clerestory	45.0	2	2	1.0	2.0	0.0					
narthex	45.0	1	1	2.0	1.0	0.0	1.0				
tracery	45.0	2	1	2.0	0.0	2.0	0.0	1.0	1.0	2.0	
barrel vault	45.0	2	1	0.0	1.0	2.0	1.0	0.0			
chancel	45.0	3	1	2.0	1.0	1.0	0.0	1.0			
baptistery	45.0	3	1	2.0	2.0	1.0	1.0	1.0			
transept	45.0	1	0	0.0	1.0	2.0	2.0	2.0	3.0		
romanesque architecture	45.0	1	2	1.0	1.0	2.0	3.0				
arch	45.0	0	0	2.0	2.0	3.0					
apse	45.0	0	2	1.0	3.0						
porch	45.0	1	0	0.0	1.0	3.0	1.0	1.0			
rood screen	45.0	1	1	0.0	2.0	1.0					
church architecture	45.0	3	2	2.0	3.0	3.0	3.0	3.0			
peter paul rubens	46.0	2	1	1.0	3.0	3.0	0.0	0.0	1.0	1.0	
nicolas poussin	46.0	3	1	1.0	0.0	0.0	1.0				
frans hals	46.0	2	1	0.0	1.0	1.0					
grisaille	46.0	1	1	0.0	0.0	0.0	1.0				
landscape painting	46.0	0	0	2.0	1.0						
